"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"Gm43413",20.36141819,0.288348975,0.423143397,0.681445053,0.495589924,0.768040996,"not"
"Gm49519",24.446755,-0.332976097,0.488583906,-0.681512618,0.495547185,0.768040996,"not"
"Tmem45a",75.15522574,-0.267791072,0.393034306,-0.681342742,0.495654644,0.768076475,"not"
"Gm44901",6.917826722,-0.483071808,0.709164651,-0.681184274,0.495754897,0.768167006,"not"
"Loxl1",582.3686807,0.1466129,0.215266143,0.681077375,0.495822533,0.768206983,"not"
"L2hgdh",567.2788363,0.110601262,0.162452355,0.680822767,0.495983642,0.7683186,"not"
"Zfp618",300.3308941,0.233721583,0.343294896,0.680818696,0.495986218,0.7683186,"not"
"Nxpe2",53.96148983,0.391123725,0.574591257,0.680699053,0.496061935,0.7683186,"not"
"Ankrd42",147.4567938,-0.145751568,0.214104006,-0.680751241,0.496028907,0.7683186,"not"
"Vmn2r57",37.08586256,0.233111262,0.342549095,0.680519276,0.496175721,0.768430021,"not"
"Ostm1",958.9630717,0.080003713,0.117597311,0.680319233,0.496302349,0.768561312,"not"
"Chst10",37.42329673,0.386253762,0.56783159,0.680225914,0.496361426,0.768587981,"not"
"Ap4e1",282.4319554,0.112059072,0.16481878,0.679892618,0.496572456,0.768758753,"not"
"Fcf1",353.7028081,-0.112110944,0.164904592,-0.679853376,0.496597306,0.768758753,"not"
"Gm45453",7.776228315,0.436488532,0.641924195,0.679968968,0.49652411,0.768758753,"not"
"Maged1",5712.836985,0.089381597,0.131484672,0.679787197,0.496639215,0.768758821,"not"
"Gm15234",4.401721296,0.544458924,0.80113253,0.679611554,0.496750452,0.768866196,"not"
"Slc44a1",1114.96375,0.0713753,0.105058526,0.679386082,0.496893266,0.768957614,"not"
"Tigd3",8.587762423,0.438578165,0.645511824,0.679427004,0.496867344,0.768957614,"not"
"2310034G01Rik",15.74764435,0.352222673,0.518642686,0.679123957,0.497059324,0.769149774,"not"
"Rtkn",1131.415518,-0.177422827,0.261332896,-0.678915015,0.497191712,0.769277916,"not"
"Edc3",374.257371,-0.097489245,0.143607072,-0.678861029,0.497225921,0.769277916,"not"
"Nol11",492.1672317,0.135217647,0.199240026,0.678667084,0.497348826,0.76933843,"not"
"Zfp692",521.1739869,-0.111446539,0.16420054,-0.678722123,0.497313946,0.76933843,"not"
"Adar",949.4388701,-0.136377092,0.200998894,-0.67849673,0.497456797,0.769375824,"not"
"Hdhd5",278.7123751,0.133985721,0.197468227,0.678517875,0.497443394,0.769375824,"not"
"Bud31",693.3408827,-0.106083053,0.156403176,-0.678266618,0.49760266,0.769536605,"not"
"Fbxo24",29.97708786,-0.305254257,0.450158932,-0.678103299,0.497706199,0.769567104,"not"
"4933417C20Rik",6.336186647,0.777766443,1.14690737,0.678142336,0.49768145,0.769567104,"not"
"Dhx36",1024.062061,-0.08007328,0.118149026,-0.677731189,0.497942147,0.769867108,"not"
"Trim25",1243.037849,-0.08619936,0.127261896,-0.677338328,0.498191318,0.770187504,"not"
"Gm527",42.71519404,0.243848843,0.360046616,0.677270197,0.498234536,0.770189476,"not"
"Gm45112",4.802425713,0.519671843,0.767379714,0.677202997,0.498277166,0.770190539,"not"
"Plec",7014.602963,0.201928099,0.298294621,0.676941804,0.498442879,0.770337759,"not"
"Adgrf5",3329.755058,0.145392711,0.214785462,0.676920633,0.498456312,0.770337759,"not"
"Neil1",142.1479975,-0.165399217,0.244421792,-0.67669587,0.498598938,0.770493334,"not"
"Ubxn8",356.0025509,0.139547983,0.206292408,0.676457193,0.498750415,0.770662561,"not"
"Lrp2",2180.364756,-0.187636965,0.277417963,-0.676369197,0.498806269,0.770663737,"not"
"Rfc1",831.8666392,0.08097309,0.119725448,0.676323128,0.498835512,0.770663737,"not"
"Armc9",213.7972112,-0.197070742,0.291413701,-0.676257641,0.498877081,0.770663737,"not"
"Paxip1",474.3253696,0.124379581,0.184034986,0.675847478,0.499137487,0.770806633,"not"
"Sele",29.27105336,-0.471800355,0.697973476,-0.675957427,0.499067676,0.770806633,"not"
"Rps12-ps1",11.97446549,0.416565863,0.616265167,0.675952309,0.499070925,0.770806633,"not"
"Gm50478",6.3423438,1.07517557,1.590718547,0.675905597,0.499100584,0.770806633,"not"
"Baz2b",1253.623413,-0.15196291,0.224896169,-0.675702526,0.499229532,0.770821807,"not"
"Tmem41b",983.2975036,0.119303083,0.176579535,0.675633693,0.499273244,0.770821807,"not"
"5033406O09Rik",10.5558432,0.463359446,0.685754881,0.675692522,0.499235885,0.770821807,"not"
"Cenpq",107.304019,-0.153066891,0.226603815,-0.67548241,0.499369323,0.770840524,"not"
"Nat8f4",146.8961321,-0.172775019,0.255758276,-0.675540284,0.499332566,0.770840524,"not"
"Rheb",1326.902337,0.090673989,0.134294889,0.675185699,0.499557791,0.771001826,"not"
"Snx12",662.575596,-0.085360822,0.126420959,-0.675211003,0.499541717,0.771001826,"not"
"Ifi27",1730.874272,-0.198542949,0.294223362,-0.674803482,0.499800628,0.771311785,"not"
"Ptprs",1192.911669,0.115258229,0.170821293,0.67472987,0.499847403,0.771319148,"not"
"Nme6",164.1479211,0.144129209,0.213750656,0.674286625,0.500129106,0.771688998,"not"
"Morf4l2",3311.733284,-0.102080323,0.151420034,-0.674153349,0.500213825,0.77175487,"not"
"2610002M06Rik",622.3540927,0.09945151,0.147558925,0.673978274,0.500325126,0.771799617,"not"
"Slc44a2",3065.440552,0.104776463,0.155460343,0.673975504,0.500326888,0.771799617,"not"
"Zcwpw1",48.04637868,0.234873424,0.348540265,0.673877448,0.500389231,0.771830949,"not"
"Dcaf4",290.4669531,0.177983865,0.264177699,0.673727819,0.500484372,0.771899843,"not"
"Gnpda2",377.6380754,-0.10595904,0.157285104,-0.673674988,0.500517967,0.771899843,"not"
"Luc7l",1470.229285,-0.094630467,0.140518948,-0.67343564,0.500670181,0.771920265,"not"
"Sucnr1",14.36813508,0.325202516,0.48298096,0.673323677,0.500741393,0.771920265,"not"
"Srpx2",113.5508986,0.214758359,0.318888541,0.673459005,0.500655321,0.771920265,"not"
"Lrrc18",29.07004971,0.306408448,0.454901088,0.673571586,0.500583723,0.771920265,"not"
"Gm11613",77.52129055,0.179818111,0.267050895,0.673347721,0.5007261,0.771920265,"not"
"Trp53rkb",48.84753208,0.250194047,0.371662904,0.673174654,0.500836184,0.772001582,"not"
"Zkscan1",760.2859491,-0.108011667,0.160566348,-0.672691809,0.501143379,0.772345437,"not"
"Nudt8",203.6700649,-0.174543904,0.259450588,-0.672744298,0.50110998,0.772345437,"not"
"Agpat1",1342.915526,-0.111146453,0.165249349,-0.672598433,0.501202799,0.772372189,"not"
"Abraxas2",687.4657667,0.074447671,0.11071707,0.672413662,0.501320387,0.772488569,"not"
"Zfp7",671.0941303,0.135024309,0.20083396,0.672318114,0.5013812,0.772517451,"not"
"Bmx",27.90500896,0.266990826,0.397220532,0.672147597,0.501489738,0.772608017,"not"
"Ppp1r21",584.7839404,-0.106687465,0.158739004,-0.672093573,0.501524128,0.772608017,"not"
"Rnf166",603.9328139,-0.101550508,0.151302026,-0.671177451,0.502107491,0.772668214,"not"
"Mrpl38",901.4985687,-0.111899184,0.166643602,-0.671488031,0.501909682,0.772668214,"not"
"Hhex",1759.781073,-0.135381041,0.201712277,-0.671159153,0.502119147,0.772668214,"not"
"Ttc23",247.8757501,0.152256109,0.226730686,0.671528465,0.501883932,0.772668214,"not"
"N4bp2",478.4461568,0.124973086,0.186136663,0.671404996,0.501962563,0.772668214,"not"
"Alkbh6",500.2192951,-0.096820248,0.144234213,-0.671271027,0.502047888,0.772668214,"not"
"Ccdc125",143.0393005,0.138358929,0.206162424,0.671116135,0.502146549,0.772668214,"not"
"Ech1",3036.163539,0.132623978,0.197629787,0.671072817,0.502174143,0.772668214,"not"
"Rrp1",2382.675526,-0.072963591,0.10873193,-0.671041071,0.502194366,0.772668214,"not"
"Hsbp1l1",16.05362598,0.48629823,0.724621319,0.671106711,0.502152552,0.772668214,"not"
"Rpl9-ps4",4.780874901,1.256861019,1.872948834,0.671059986,0.502182316,0.772668214,"not"
"Fendrr",69.14577099,0.204106905,0.304163444,0.671043509,0.502192812,0.772668214,"not"
"Gm43802",6.152233427,0.875675772,1.303481842,0.671797446,0.501712655,0.772668214,"not"
"Gm43338",18.54752846,-0.354578323,0.528186152,-0.671313175,0.502021044,0.772668214,"not"
"Gm43859",10.62612118,-0.373229399,0.555802662,-0.671514234,0.501892995,0.772668214,"not"
"Ndufs4",1436.037783,0.152527324,0.227354218,0.670879675,0.502297185,0.772696926,"not"
"Slc18b1",316.6187112,0.174420517,0.259971623,0.670921368,0.502270623,0.772696926,"not"
"Cep95",234.2996063,0.191636899,0.28589151,0.670313362,0.502658051,0.773046472,"not"
"Septin10",283.2016912,0.106133275,0.158362305,0.670192789,0.5027349,0.773046472,"not"
"Lamc1",2938.453179,-0.096009607,0.143250319,-0.67022264,0.502715874,0.773046472,"not"
"Slc35a3",1186.638751,0.104487715,0.155851357,0.670431858,0.502582532,0.773046472,"not"
"Gm14379",8.131027498,0.435922968,0.650361593,0.670277846,0.502680687,0.773046472,"not"
"Gm36723",9.550566162,-0.365538174,0.545523576,-0.670068519,0.502814112,0.773103537,"not"
"Fam3a",706.1199294,-0.085094505,0.127025603,-0.66990042,0.502921272,0.77320356,"not"
"B3gnt8",67.77346437,-0.225100477,0.336064726,-0.669812865,0.502977091,0.77322464,"not"
"Cwf19l2",435.0563507,0.09734558,0.14548245,0.669122492,0.503417344,0.773235245,"not"
"Ucma",117.4016982,1.111729857,1.660654721,0.669452742,0.503206717,0.773235245,"not"
"Tfip11",794.3690962,-0.081768109,0.122177576,-0.669256269,0.503332018,0.773235245,"not"
"Zw10",641.7478946,-0.107572842,0.160839654,-0.668820399,0.503610053,0.773235245,"not"
"Chmp2a",1751.737749,-0.099000237,0.147909453,-0.66933002,0.503284981,0.773235245,"not"
"Sult6b1",4.749026937,-0.693823637,1.037542103,-0.668718537,0.503675041,0.773235245,"not"
"Uts2r",6.923679819,0.658077285,0.98356986,0.669070203,0.503450697,0.773235245,"not"
"Cd3eap",315.328301,-0.122630984,0.183391524,-0.668684033,0.503697055,0.773235245,"not"
"Swsap1",267.2633882,-0.109813403,0.164161103,-0.6689368,0.503535794,0.773235245,"not"
"Zkscan4",61.11220416,0.159850025,0.238700894,0.66966664,0.503070322,0.773235245,"not"
"Zfp760",301.1385499,0.119835819,0.179182766,0.668790988,0.503628817,0.773235245,"not"
"Tigit",5.611173811,-0.611793565,0.913742899,-0.669546725,0.503146785,0.773235245,"not"
"E430018J23Rik",177.1824974,0.242049214,0.361980678,0.668679929,0.503699673,0.773235245,"not"
"Rtl9",8.888041255,0.516808089,0.772878411,0.668679681,0.503699831,0.773235245,"not"
"Gm20412",34.4726758,-1.027951982,1.536090579,-0.669200108,0.503367837,0.773235245,"not"
"F730311O21Rik",13.37884281,0.407760171,0.609013777,0.669541784,0.503149936,0.773235245,"not"
"Gm10297",49.96933001,-0.244339525,0.365208193,-0.669041741,0.503468852,0.773235245,"not"
"Cbs",28.32289331,-0.376342968,0.563033454,-0.668420261,0.503865366,0.773277281,"not"
"Gtf3c5",417.072202,-0.085798657,0.128369464,-0.668372795,0.503895657,0.773277281,"not"
"Tut4",691.3623434,0.134586238,0.201356808,0.668396761,0.503880363,0.773277281,"not"
"Atp5md",1412.979706,0.175122126,0.26197234,0.668475634,0.503830031,0.773277281,"not"
"Kif1a",575.4349148,-0.286566252,0.428815781,-0.66827357,0.503958981,0.773309833,"not"
"Plgrkt",478.7491655,0.087028673,0.130261261,0.66810863,0.504064253,0.773406742,"not"
"Ccdc28a",243.4430804,0.144561241,0.216396585,0.668038457,0.504109045,0.773410843,"not"
"Anapc7",733.5843542,-0.104514091,0.156519722,-0.667737518,0.504301156,0.773576321,"not"
"Gm16062",44.24706958,-0.28166356,0.421776633,-0.667802666,0.504259565,0.773576321,"not"
"Fgf9",21.69997329,0.370370033,0.554917017,0.667433186,0.504495474,0.773680507,"not"
"Srsf11",3476.690801,-0.117580688,0.17614456,-0.667523814,0.504437603,0.773680507,"not"
"4732440D04Rik",173.8459931,-0.187087717,0.280285734,-0.66748926,0.504459668,0.773680507,"not"
"Rttn",138.7641066,0.145392477,0.217945725,0.667104056,0.504705669,0.773873598,"not"
"Ezr",10806.31129,-0.135999784,0.203847767,-0.667163473,0.50466772,0.773873598,"not"
"Ranbp3",939.2457737,-0.063708664,0.09556845,-0.666628618,0.505009384,0.774209996,"not"
"Padi1",56.86358347,0.490300786,0.73544587,0.666671478,0.504982001,0.774209996,"not"
"Zbtb18",1458.646412,0.109762119,0.164673453,0.666544104,0.505063383,0.774228142,"not"
"Fbxw8",1361.738379,0.059415983,0.089159868,0.666398285,0.505156558,0.774241706,"not"
"Zfp518b",111.8397855,0.15918334,0.238861396,0.666425563,0.505139128,0.774241706,"not"
"Hint3",271.6968076,0.142699399,0.214309649,0.665856155,0.505503048,0.774384956,"not"
"Slc37a1",468.4749885,0.21407144,0.32141142,0.666035574,0.505388362,0.774384956,"not"
"Vps8",499.8300309,-0.102981481,0.154652948,-0.665887603,0.505482945,0.774384956,"not"
"Gm6741",13.50895649,0.412042318,0.618632909,0.666053021,0.505377211,0.774384956,"not"
"Gm19410",5.11750032,0.569259176,0.854622883,0.666094002,0.505351018,0.774384956,"not"
"9130002K18Rik",10.64951738,0.357428948,0.53673301,0.665934349,0.505453064,0.774384956,"not"
"Med22",1127.632091,-0.095343814,0.143230229,-0.665668235,0.505623182,0.774439777,"not"
"Fkrp",609.9109598,-0.129774815,0.194942858,-0.665706947,0.505598433,0.774439777,"not"
"Pus10",340.8446998,-0.135627827,0.203858024,-0.665305313,0.505855233,0.774514414,"not"
"Rnf144a",346.5902002,-0.139797467,0.210131752,-0.665284831,0.505868331,0.774514414,"not"
"Stx2",308.6787883,-0.096814395,0.145509324,-0.665348394,0.505827684,0.774514414,"not"
"Nup93",510.7587741,-0.110490313,0.166085361,-0.665262203,0.505882801,0.774514414,"not"
"CT010467.2",137.6281609,-0.180782936,0.271704723,-0.665365452,0.505816776,0.774514414,"not"
"6330415G19Rik",13.37940044,0.397708744,0.5979045,0.665171016,0.505941117,0.774539118,"not"
"Bbip1",417.6761689,0.118374194,0.177993405,0.665048204,0.506019662,0.774594786,"not"
"Amhr2",30.90053102,0.45874374,0.690047555,0.664800181,0.506178307,0.774718682,"not"
"Slc38a9",328.0503914,0.109635829,0.164918049,0.664789753,0.506184978,0.774718682,"not"
"Stk11ip",519.3860614,-0.101425699,0.152614517,-0.664587495,0.50631437,0.774798546,"not"
"Entr1",1303.556303,-0.1023537,0.154013473,-0.664576278,0.506321546,0.774798546,"not"
"Pcdhga5",123.8754119,0.21728189,0.327035947,0.664397576,0.506435884,0.774908936,"not"
"2310040G07Rik",9.391148695,0.45438126,0.684073397,0.664228812,0.506543876,0.775009598,"not"
"Mon1b",949.2137545,0.118490729,0.178435717,0.664052751,0.506656549,0.775117405,"not"
"Hivep2",976.5830944,-0.118818975,0.178992741,-0.663820078,0.506805474,0.775173479,"not"
"Tmpo",1384.50432,-0.069981036,0.105409518,-0.663896742,0.506756401,0.775173479,"not"
"Sf3b3",1610.673063,-0.10976755,0.165362975,-0.663797629,0.506819844,0.775173479,"not"
"Eaf1",906.4768517,-0.090675132,0.136640493,-0.663603667,0.50694401,0.775298813,"not"
"Glipr2",393.9112573,-0.125789574,0.189586686,-0.663493711,0.507014406,0.7753419,"not"
"Spsb2",294.2611397,-0.135658321,0.204512485,-0.663325375,0.507122188,0.775442147,"not"
"Mbtps2",378.2990574,-0.090631367,0.136661298,-0.663182397,0.507213744,0.775517568,"not"
"Mrpl2",602.6274326,0.152111518,0.229519182,0.662739893,0.507497156,0.775769523,"not"
"Limk2",1262.539883,0.129047329,0.194721635,0.662727225,0.50750527,0.775769523,"not"
"Snx32",379.1185948,0.127287116,0.192040685,0.662813278,0.507450149,0.775769523,"not"
"Pex26",506.4019729,0.115563764,0.17440475,0.662618214,0.507575102,0.775811686,"not"
"Gbgt1",24.59638059,-0.298069361,0.449939357,-0.662465632,0.507672853,0.775831941,"not"
"Cep68",526.3973733,0.118202399,0.178418126,0.662502193,0.50764943,0.775831941,"not"
"Gm3912",11.01615543,0.595390306,0.898922274,0.662337917,0.507754682,0.775892421,"not"
"Tstd1",10.27082877,0.38836874,0.586518366,0.662159556,0.507868971,0.776002489,"not"
"Tsc22d4",1184.245482,-0.077154161,0.116601725,-0.661689703,0.508170105,0.776333415,"not"
"Gm49358",7.458238459,1.937127973,2.927363772,0.661731211,0.508143499,0.776333415,"not"
"Heatr6",388.1606284,-0.113504544,0.171608145,-0.661416996,0.508344929,0.77634573,"not"
"Dnah14",21.47423989,0.328402265,0.496387797,0.661584083,0.508237811,0.77634573,"not"
"Slc39a2",29.86547844,0.266482195,0.402898129,0.661413334,0.508347277,0.77634573,"not"
"Gm38387",11.93214967,0.469156272,0.709224253,0.661506244,0.508287712,0.77634573,"not"
"Gtf2ird2",226.3392864,-0.140892894,0.213058246,-0.661288152,0.508427538,0.776351939,"not"
"Gm16174",4.399426657,-0.568968619,0.860411361,-0.661275112,0.508435899,0.776351939,"not"
"Gm31369",6.703044923,0.499060254,0.755029485,0.660981146,0.508624405,0.776575201,"not"
"Nup50",763.9763131,-0.114263965,0.172916364,-0.660804813,0.508737496,0.776579505,"not"
"Polk",386.3996005,0.133857176,0.202538332,0.66089799,0.508677735,0.776579505,"not"
"Fam126a",319.4035039,-0.137355178,0.207910254,-0.660646484,0.508839051,0.776579505,"not"
"Nelfa",390.1463637,-0.098194895,0.148683614,-0.660428493,0.508978892,0.776579505,"not"
"Stard8",735.5513111,0.13791462,0.208738146,0.660706357,0.508800646,0.776579505,"not"
"Serinc4",8.873312655,-0.476766148,0.721799395,-0.66052445,0.508917334,0.776579505,"not"
"Rpusd3",172.1330097,-0.160308526,0.242799168,-0.660251546,0.509092419,0.776579505,"not"
"Gm12474",28.37362424,-0.263500742,0.399042324,-0.660332816,0.509040276,0.776579505,"not"
"Col4a4",2594.35168,0.168084953,0.254555583,0.660307468,0.509056539,0.776579505,"not"
"Gm10575",72.30903726,0.192841041,0.292060428,0.660277883,0.509075521,0.776579505,"not"
"4933404O12Rik",55.404533,0.21294709,0.322416444,0.660472174,0.508950869,0.776579505,"not"
"Fmo4",12.7323864,0.400648668,0.607217317,0.659811004,0.509375121,0.776946204,"not"
"Tmem147",768.545065,-0.144460178,0.219029365,-0.659547077,0.509544526,0.777140044,"not"
"Itgb2l",43.29830226,-0.273449376,0.414849198,-0.65915368,0.509797088,0.777316276,"not"
"Tha1",220.7795617,0.151829318,0.230379927,0.659038833,0.509870833,0.777316276,"not"
"Ylpm1",951.7183529,0.104106594,0.157967648,0.659037438,0.509871728,0.777316276,"not"
"Capn2",3166.807012,0.081601404,0.123784783,0.659219995,0.509754509,0.777316276,"not"
"Napepld",207.5045743,0.183892504,0.278971312,0.6591807,0.509779739,0.777316276,"not"
"Gm10941",13.77071652,0.363358085,0.551710597,0.658602693,0.510150933,0.777677369,"not"
"Trf",1707.171003,0.158242926,0.24033115,0.65843702,0.510257354,0.77777503,"not"
"Mfsd1",1255.641909,-0.087998303,0.133715273,-0.658102108,0.510472522,0.777859813,"not"
"Rbm4b",688.4426812,0.105692634,0.160567533,0.658244119,0.51038128,0.777859813,"not"
"Gigyf2",1186.801632,-0.08534847,0.129717819,-0.657954862,0.510567136,0.777859813,"not"
"Adgrg3",219.6793237,0.191281355,0.290658836,0.658095786,0.510476584,0.777859813,"not"
"Msto1",395.9177313,-0.113840835,0.173006846,-0.65801347,0.510529476,0.777859813,"not"
"Gm9856",70.16516559,0.176433514,0.268149516,0.657966929,0.510559382,0.777859813,"not"
"Eloa",1316.768223,0.072984492,0.110959838,0.657755934,0.510694974,0.777990029,"not"
"Hdgf",3189.87595,-0.125094427,0.190230537,-0.65759383,0.51079916,0.778034567,"not"
"Jmjd1c",1517.378022,-0.13967101,0.212402,-0.6575786,0.51080895,0.778034567,"not"
"Timm22",421.97971,-0.112502281,0.171162803,-0.657282301,0.510999415,0.778131043,"not"
"Nans",774.9795401,-0.115165286,0.175198703,-0.657340975,0.510961695,0.778131043,"not"
"F13a1",962.1096773,0.206284319,0.313836738,0.657298188,0.510989201,0.778131043,"not"
"Klc4",592.7395393,-0.083041359,0.126375893,-0.6570981,0.51111784,0.778182315,"not"
"Taf12",568.0085481,0.103010625,0.156757075,0.65713541,0.511093852,0.778182315,"not"
"Gfi1",6.841007811,-0.482832717,0.734894374,-0.657009679,0.511174693,0.778204351,"not"
"Tacc2",8802.116305,-0.129351438,0.196966927,-0.656716534,0.511363201,0.778318684,"not"
"Gbp2b",6.2170963,-0.629853542,0.959126218,-0.656695157,0.511376949,0.778318684,"not"
"Fndc11",6.845570851,-0.476215727,0.725123432,-0.656737469,0.511349738,0.778318684,"not"
"Plin2",1698.539128,0.134218921,0.204412739,0.656607418,0.511433378,0.778340057,"not"
"Ak4",85.76126367,-0.286398033,0.436292841,-0.656435326,0.511544068,0.778379492,"not"
"Kcnt2",39.4533747,-0.217486249,0.331300824,-0.656461539,0.511527206,0.778379492,"not"
"2810021J22Rik",170.9060702,0.166177263,0.253217375,0.656263271,0.511654745,0.778483395,"not"
"Tmem242",715.863906,0.138857069,0.211624253,0.656149127,0.511728178,0.77851827,"not"
"Nolc1",872.2738203,-0.109727786,0.167337844,-0.655726064,0.512000395,0.77851827,"not"
"Arl10",185.3064963,0.128840739,0.196445507,0.655859944,0.511914243,0.77851827,"not"
"Ing3",382.4554964,0.116275143,0.177301404,0.655804973,0.511949616,0.77851827,"not"
"Peak1",695.3615052,-0.097711068,0.148931602,-0.656080154,0.511772553,0.77851827,"not"
